Sex,Blood Type,Rhesus,Count
36,52,0,863
36,52,1,138
36,52,2,279
36,52,3,723
36,52,4,311
36,52,5,441
36,52,6,125
36,52,7,540
36,52,8,678
36,52,9,261
36,53,0,96
36,53,1,487
36,53,2,506
36,53,3,392
36,53,4,236
36,53,5,466
36,53,6,696
36,53,7,135
36,53,8,13
36,53,9,308
36,54,0,185
36,54,1,389
36,54,2,763
36,54,3,350
36,54,4,522
36,54,5,663
36,54,6,378
36,54,7,334
36,54,8,685
36,54,9,55
36,55,0,341
36,55,1,810
36,55,2,800
36,55,3,985
36,55,4,952
36,55,5,93
36,55,6,542
36,55,7,806
36,55,8,775
36,55,9,979
36,56,0,417
36,56,1,318
36,56,2,416
36,56,3,504
36,56,4,651
36,56,5,143
36,56,6,120
36,56,7,552
36,56,8,217
36,56,9,576
36,57,0,57
36,57,1,242
36,57,2,971
36,57,3,532
36,57,4,394
36,57,5,193
36,57,6,820
36,57,7,633
36,57,8,831
36,57,9,607
36,58,0,494
36,58,1,737
36,58,2,40
36,58,3,179
36,58,4,579
36,58,5,958
36,58,6,32
36,58,7,340
36,58,8,999
36,58,9,579
36,59,0,557
36,59,1,583
36,59,2,892
36,59,3,8
36,59,4,123
36,59,5,472
36,59,6,270
36,59,7,34
36,59,8,630
36,59,9,467
36,60,0,289
36,60,1,926
36,60,2,986
36,60,3,676
36,60,4,609
36,60,5,936
36,60,6,304
36,60,7,433
36,60,8,404
36,60,9,436
36,61,0,563
36,61,1,108
36,61,2,926
36,61,3,465
36,61,4,257
36,61,5,479
36,61,6,371
36,61,7,525
36,61,8,172
36,61,9,740
36,62,0,546
36,62,1,416
36,62,2,850
36,62,3,328
36,62,4,316
36,62,5,584
36,62,6,909
36,62,7,497
36,62,8,323
36,62,9,705
36,63,0,871
36,63,1,522
36,63,2,344
36,63,3,935
36,63,4,500
36,63,5,236
36,63,6,429
36,63,7,653
36,63,8,742
36,63,9,749
36,64,0,911
36,64,1,9
36,64,2,842
36,64,3,630
36,64,4,500
36,64,5,151
36,64,6,129
36,64,7,752
36,64,8,20
36,64,9,149
36,65,0,524
36,65,1,13
36,65,2,990
36,65,3,441
36,65,4,367
36,65,5,378
36,65,6,992
36,65,7,441
36,65,8,864
36,65,9,472
36,66,0,379
36,66,1,144
36,66,2,203
36,66,3,412
36,66,4,725
36,66,5,73
36,66,6,792
36,66,7,172
36,66,8,530
36,66,9,350
36,67,0,386
36,67,1,985
36,67,2,712
36,67,3,102
36,67,4,568
36,67,5,532
36,67,6,677
36,67,7,162
36,67,8,65
36,67,9,254
36,68,0,825
36,68,1,464
36,68,2,938
36,68,3,456
36,68,4,146
36,68,5,734
36,68,6,387
36,68,7,702
36,68,8,645
36,68,9,800
36,69,0,351
36,69,1,547
36,69,2,974
36,69,3,763
36,69,4,727
36,69,5,524
36,69,6,986
36,69,7,719
36,69,8,45
36,69,9,696
36,70,0,730
36,70,1,607
36,70,2,364
36,70,3,672
36,70,4,600
36,70,5,87
36,70,6,349
36,70,7,253
36,70,8,611
36,70,9,222
36,71,0,996
36,71,1,411
36,71,2,996
36,71,3,95
36,71,4,311
36,71,5,637
36,71,6,993
36,71,7,758
36,71,8,889
36,71,9,878
36,72,0,902
36,72,1,322
36,72,2,570
36,72,3,940
36,72,4,765
36,72,5,797
36,72,6,352
36,72,7,459
36,72,8,292
36,72,9,278
36,73,0,722
36,73,1,149
36,73,2,628
36,73,3,940
36,73,4,557
36,73,5,886
36,73,6,304
36,73,7,985
36,73,8,665
36,73,9,53
36,74,0,666
36,74,1,883
36,74,2,871
36,74,3,834
36,74,4,691
36,74,5,494
36,74,6,201
36,74,7,695
36,74,8,612
36,74,9,488
36,75,0,652
36,75,1,544
36,75,2,400
36,75,3,707
36,75,4,995
36,75,5,338
36,75,6,302
36,75,7,464
36,75,8,807
36,75,9,564
36,76,0,472
36,76,1,153
36,76,2,596
36,76,3,263
36,76,4,567
36,76,5,856
36,76,6,823
36,76,7,466
36,76,8,983
36,76,9,862
36,77,0,71
36,77,1,318
36,77,2,413
36,77,3,498
36,77,4,893
36,77,5,519
36,77,6,957
36,77,7,360
36,77,8,407
36,77,9,586
36,78,0,451
36,78,1,501
36,78,2,48
36,78,3,545
36,78,4,602
36,78,5,874
36,78,6,355
36,78,7,604
36,78,8,627
36,78,9,405
36,79,0,954
36,79,1,27
36,79,2,653
36,79,3,699
36,79,4,8
36,79,5,213
36,79,6,610
36,79,7,315
36,79,8,941
36,79,9,395
36,80,0,961
36,80,1,125
36,80,2,635
36,80,3,889
36,80,4,823
36,80,5,799
36,80,6,928
36,80,7,95
36,80,8,370
36,80,9,670
36,81,0,349
36,81,1,890
36,81,2,901
36,81,3,488
36,81,4,530
36,81,5,896
36,81,6,287
36,81,7,751
36,81,8,143
36,81,9,855
36,82,0,502
36,82,1,340
36,82,2,281
36,82,3,969
36,82,4,848
36,82,5,367
36,82,6,823
36,82,7,664
36,82,8,363
36,82,9,979
36,83,0,731
36,83,1,871
36,83,2,168
36,83,3,467
36,83,4,959
36,83,5,383
36,83,6,835
36,83,7,542
36,83,8,356
36,83,9,113
36,84,0,987
36,84,1,739
36,84,2,539
36,84,3,644
36,84,4,821
36,84,5,800
36,84,6,646
36,84,7,515
36,84,8,537
36,84,9,462
36,85,0,592
36,85,1,906
36,85,2,108
36,85,3,186
36,85,4,495
36,85,5,505
36,85,6,246
36,85,7,605
36,85,8,67
36,85,9,767
36,86,0,916
36,86,1,608
36,86,2,699
36,86,3,929
36,86,4,261
36,86,5,255
36,86,6,253
36,86,7,181
36,86,8,749
36,86,9,536
36,87,0,286
36,87,1,770
36,87,2,448
36,87,3,626
36,87,4,805
36,87,5,672
36,87,6,841
36,87,7,594
36,87,8,171
36,87,9,559
36,88,0,61
36,88,1,57
36,88,2,879
36,88,3,708
36,88,4,34
36,88,5,638
36,88,6,940
36,88,7,732
36,88,8,227
36,88,9,133
36,89,0,665
36,89,1,229
36,89,2,744
36,89,3,469
36,89,4,323
36,89,5,876
36,89,6,378
36,89,7,448
36,89,8,219
36,89,9,174
36,90,0,649
36,90,1,888
36,90,2,190
36,90,3,509
36,90,4,871
36,90,5,992
36,90,6,784
36,90,7,893
36,90,8,562
36,90,9,818
36,91,0,398
36,91,1,636
36,91,2,235
36,91,3,14
36,91,4,260
36,91,5,299
36,91,6,311
36,91,7,922
36,91,8,769
36,91,9,906
36,92,0,396
36,92,1,872
36,92,2,698
36,92,3,207
36,92,4,552
36,92,5,611
36,92,6,6
36,92,7,649
36,92,8,464
36,92,9,851
36,93,0,178
36,93,1,417
36,93,2,972
36,93,3,465
36,93,4,787
36,93,5,872
36,93,6,292
36,93,7,396
36,93,8,851
36,93,9,577
36,94,0,270
36,94,1,147
36,94,2,636
36,94,3,746
36,94,4,207
36,94,5,953
36,94,6,471
36,94,7,376
36,94,8,188
36,94,9,235
36,95,0,884
36,95,1,638
36,95,2,362
36,95,3,823
36,95,4,849
36,95,5,403
36,95,6,269
36,95,7,113
36,95,8,544
36,95,9,760
36,96,0,469
36,96,1,550
36,96,2,754
36,96,3,440
36,96,4,459
36,96,5,130
36,96,6,845
36,96,7,886
36,96,8,373
36,96,9,317
36,97,0,997
36,97,1,410
36,97,2,517
36,97,3,24
36,97,4,453
36,97,5,790
36,97,6,47
36,97,7,900
36,97,8,526
36,97,9,828
36,98,0,916
36,98,1,482
36,98,2,772
36,98,3,967
36,98,4,871
36,98,5,690
36,98,6,434
36,98,7,13
36,98,8,385
36,98,9,477
36,99,0,33
36,99,1,364
36,99,2,421
36,99,3,904
36,99,4,523
36,99,5,10
36,99,6,437
36,99,7,825
36,99,8,118
36,99,9,357
37,0,0,554
37,0,1,722
37,0,2,601
37,0,3,208
37,0,4,335
37,0,5,859
37,0,6,250
37,0,7,440
37,0,8,99
37,0,9,71
37,1,0,134
37,1,1,172
37,1,2,510
37,1,3,183
37,1,4,211
37,1,5,7
37,1,6,15
37,1,7,396
37,1,8,33
37,1,9,117
37,2,0,404
37,2,1,338
37,2,2,3
37,2,3,654
37,2,4,658
37,2,5,276
37,2,6,370
37,2,7,463
37,2,8,787
37,2,9,449
37,3,0,109
37,3,1,641
37,3,2,672
37,3,3,554
37,3,4,127
37,3,5,659
37,3,6,203
37,3,7,183
37,3,8,595
37,3,9,732
37,4,0,814
37,4,1,991
37,4,2,456
37,4,3,343
37,4,4,137
37,4,5,540
37,4,6,908
37,4,7,304
37,4,8,401
37,4,9,982
37,5,0,106
37,5,1,137
37,5,2,810
37,5,3,396
37,5,4,623
37,5,5,918
37,5,6,240
37,5,7,217
37,5,8,760
37,5,9,434
37,6,0,515
37,6,1,477
37,6,2,63
37,6,3,590
37,6,4,478
37,6,5,494
37,6,6,665
37,6,7,642
37,6,8,32
37,6,9,673
37,7,0,884
37,7,1,584
37,7,2,919
37,7,3,808
37,7,4,114
37,7,5,799
37,7,6,645
37,7,7,634
37,7,8,180
37,7,9,966
37,8,0,443
37,8,1,329
37,8,2,722
37,8,3,675
37,8,4,799
37,8,5,403
37,8,6,540
37,8,7,269
37,8,8,842
37,8,9,234
37,9,0,978
37,9,1,960
37,9,2,942
37,9,3,684
37,9,4,131
37,9,5,120
37,9,6,284
37,9,7,990
37,9,8,771
37,9,9,685
37,10,0,302
37,10,1,926
37,10,2,696
37,10,3,732
37,10,4,827
37,10,5,582
37,10,6,445
37,10,7,5
37,10,8,853
37,10,9,272
37,11,0,144
37,11,1,647
37,11,2,47
37,11,3,467
37,11,4,173
37,11,5,172
37,11,6,933
37,11,7,201
37,11,8,131
37,11,9,614
37,12,0,136
37,12,1,533
37,12,2,669
37,12,3,781
37,12,4,223
37,12,5,345
37,12,6,522
37,12,7,729
37,12,8,569
37,12,9,14
37,13,0,616
37,13,1,820
37,13,2,752
37,13,3,469
37,13,4,646
37,13,5,617
37,13,6,853
37,13,7,536
37,13,8,177
37,13,9,577
37,14,0,226
37,14,1,311
37,14,2,636
37,14,3,467
37,14,4,26
37,14,5,232
37,14,6,203
37,14,7,856
37,14,8,110
37,14,9,621
37,15,0,762
37,15,1,48
37,15,2,157
37,15,3,902
37,15,4,599
37,15,5,469
37,15,6,718
37,15,7,549
37,15,8,951
37,15,9,374
37,16,0,243
37,16,1,787
37,16,2,367
37,16,3,411
37,16,4,760
37,16,5,883
37,16,6,60
37,16,7,570
37,16,8,88
37,16,9,602
37,17,0,938
37,17,1,230
37,17,2,231
37,17,3,920
37,17,4,86
37,17,5,297
37,17,6,703
37,17,7,196
37,17,8,754
37,17,9,885
37,18,0,135
37,18,1,790
37,18,2,94
37,18,3,182
37,18,4,677
37,18,5,336
37,18,6,674
37,18,7,237
37,18,8,171
37,18,9,179
37,19,0,334
37,19,1,533
37,19,2,292
37,19,3,345
37,19,4,381
37,19,5,270
37,19,6,732
37,19,7,712
37,19,8,282
37,19,9,209
37,20,0,892
37,20,1,433
37,20,2,269
37,20,3,798
37,20,4,430
37,20,5,894
37,20,6,884
37,20,7,447
37,20,8,447
37,20,9,323
37,21,0,39
37,21,1,487
37,21,2,66
37,21,3,58
37,21,4,729
37,21,5,302
37,21,6,306
37,21,7,299
37,21,8,862
37,21,9,167
37,22,0,595
37,22,1,783
37,22,2,988
37,22,3,217
37,22,4,312
37,22,5,84
37,22,6,783
37,22,7,969
37,22,8,790
37,22,9,197
37,23,0,462
37,23,1,105
37,23,2,456
37,23,3,808
37,23,4,509
37,23,5,508
37,23,6,88
37,23,7,892
37,23,8,718
37,23,9,293
37,24,0,92
37,24,1,77
37,24,2,381
37,24,3,683
37,24,4,517
37,24,5,899
37,24,6,134
37,24,7,447
37,24,8,222
37,24,9,1000
37,25,0,974
37,25,1,79
37,25,2,70
37,25,3,86
37,25,4,757
37,25,5,831
37,25,6,533
37,25,7,221
37,25,8,851
37,25,9,670
37,26,0,834
37,26,1,624
37,26,2,210
37,26,3,487
37,26,4,370
37,26,5,290
37,26,6,224
37,26,7,33
37,26,8,365
37,26,9,189
37,27,0,933
37,27,1,637
37,27,2,320
37,27,3,887
37,27,4,842
37,27,5,625
37,27,6,256
37,27,7,793
37,27,8,199
37,27,9,523
37,28,0,640
37,28,1,480
37,28,2,808
37,28,3,356
37,28,4,908
37,28,5,264
37,28,6,518
37,28,7,999
37,28,8,761
37,28,9,276
37,29,0,910
37,29,1,8
37,29,2,365
37,29,3,591
37,29,4,611
37,29,5,256
37,29,6,176
37,29,7,709
37,29,8,992
37,29,9,412
37,30,0,507
37,30,1,594
37,30,2,551
37,30,3,308
37,30,4,339
37,30,5,759
37,30,6,662
37,30,7,952
37,30,8,526
37,30,9,910
37,31,0,406
37,31,1,38
37,31,2,705
37,31,3,380
37,31,4,844
37,31,5,349
37,31,6,474
37,31,7,788
37,31,8,614
37,31,9,110
37,32,0,219
37,32,1,812
37,32,2,677
37,32,3,738
37,32,4,918
37,32,5,437
37,32,6,770
37,32,7,734
37,32,8,458
37,32,9,913
37,33,0,189
37,33,1,359
37,33,2,68
37,33,3,538
37,33,4,483
37,33,5,701
37,33,6,318
37,33,7,551
37,33,8,490
37,33,9,809
37,34,0,191
37,34,1,750
37,34,2,676
37,34,3,409
37,34,4,152
37,34,5,732
37,34,6,551
37,34,7,253
37,34,8,221
37,34,9,772
37,35,0,612
37,35,1,713
37,35,2,272
37,35,3,246
37,35,4,653
37,35,5,548
37,35,6,879
37,35,7,399
37,35,8,733
37,35,9,702
37,36,0,432
37,36,1,379
37,36,2,407
37,36,3,105
37,36,4,222
37,36,5,291
37,36,6,453
37,36,7,613
37,36,8,514
37,36,9,656
37,37,0,140
37,37,1,642
37,37,2,793
37,37,3,388
37,37,4,298
37,37,5,986
37,37,6,490
37,37,7,887
37,37,8,114
37,37,9,847
37,38,0,375
37,38,1,343
37,38,2,159
37,38,3,888
37,38,4,620
37,38,5,212
37,38,6,19
37,38,7,494
37,38,8,401
37,38,9,761
37,39,0,775
37,39,1,588
37,39,2,689
37,39,3,774
37,39,4,157
37,39,5,742
37,39,6,581
37,39,7,772
37,39,8,404
37,39,9,617
37,40,0,662
37,40,1,575
37,40,2,447
37,40,3,720
37,40,4,453
37,40,5,699
37,40,6,724
37,40,7,874
37,40,8,293
37,40,9,268
37,41,0,521
37,41,1,593
37,41,2,245
37,41,3,468
37,41,4,777
37,41,5,828
37,41,6,687
37,41,7,333
37,41,8,844
37,41,9,258
37,42,0,674
37,42,1,675
37,42,2,586
37,42,3,759
37,42,4,879
37,42,5,770
37,42,6,252
37,42,7,836
37,42,8,818
37,42,9,480
37,43,0,543
37,43,1,809
37,43,2,88
37,43,3,941
37,43,4,313
37,43,5,263
37,43,6,884
37,43,7,1000
37,43,8,568
37,43,9,718
37,44,0,405
37,44,1,514
37,44,2,858
37,44,3,716
37,44,4,6
37,44,5,661
37,44,6,755
37,44,7,783
37,44,8,609
37,44,9,29
37,45,0,611
37,45,1,939
37,45,2,574
37,45,3,919
37,45,4,733
37,45,5,384
37,45,6,882
37,45,7,35
37,45,8,542
37,45,9,104
37,46,0,496
37,46,1,968
37,46,2,320
37,46,3,487
37,46,4,901
37,46,5,181
37,46,6,543
37,46,7,170
37,46,8,383
37,46,9,525
37,47,0,294
37,47,1,160
37,47,2,577
37,47,3,26
37,47,4,936
37,47,5,211
37,47,6,391
37,47,7,533
37,47,8,787
37,47,9,593
37,48,0,542
37,48,1,29
37,48,2,47
37,48,3,2
37,48,4,877
37,48,5,647
37,48,6,539
37,48,7,739
37,48,8,316
37,48,9,157
37,49,0,321
37,49,1,683
37,49,2,908
37,49,3,980
37,49,4,741
37,49,5,322
37,49,6,115
37,49,7,99
37,49,8,580
37,49,9,472
37,50,0,777
37,50,1,678
37,50,2,399
37,50,3,392
37,50,4,184
37,50,5,978
37,50,6,901
37,50,7,381
37,50,8,25
37,50,9,633
37,51,0,193
37,51,1,221
37,51,2,185
37,51,3,438
37,51,4,594
37,51,5,369
37,51,6,838
37,51,7,541
37,51,8,733
37,51,9,87
37,52,0,639
37,52,1,804
37,52,2,555
37,52,3,657
37,52,4,892
37,52,5,677
37,52,6,730
37,52,7,138
37,52,8,369
37,52,9,341
37,53,0,489
37,53,1,245
37,53,2,478
37,53,3,916
37,53,4,795
37,53,5,871
37,53,6,623
37,53,7,809
37,53,8,146
37,53,9,141
37,54,0,628
37,54,1,688
37,54,2,162
37,54,3,991
37,54,4,930
37,54,5,774
37,54,6,153
37,54,7,8
37,54,8,770
37,54,9,882
37,55,0,408
37,55,1,832
37,55,2,47
37,55,3,821
37,55,4,905
37,55,5,470
37,55,6,78
37,55,7,964
37,55,8,601
37,55,9,984
37,56,0,44
37,56,1,449
37,56,2,632
37,56,3,559
37,56,4,735
37,56,5,76
37,56,6,430
37,56,7,618
37,56,8,272
37,56,9,832
37,57,0,5
37,57,1,884
37,57,2,981
37,57,3,697
37,57,4,157
37,57,5,549
37,57,6,255
37,57,7,426
37,57,8,291
37,57,9,468
37,58,0,967
37,58,1,70
37,58,2,675
37,58,3,240
37,58,4,610
37,58,5,676
37,58,6,43
37,58,7,868
37,58,8,826
37,58,9,894
37,59,0,429
37,59,1,892
37,59,2,151
37,59,3,349
37,59,4,457
37,59,5,777
37,59,6,259
37,59,7,739
37,59,8,391
37,59,9,665
37,60,0,518
37,60,1,319
37,60,2,399
37,60,3,672
37,60,4,980
37,60,5,601
37,60,6,773
37,60,7,391
37,60,8,842
37,60,9,590
37,61,0,833
37,61,1,320
37,61,2,923
37,61,3,167
37,61,4,657
37,61,5,178
37,61,6,86
37,61,7,468
37,61,8,121
37,61,9,645
37,62,0,549
37,62,1,953
37,62,2,301
37,62,3,561
37,62,4,60
37,62,5,937
37,62,6,570
37,62,7,594
37,62,8,212
37,62,9,142
37,63,0,649
37,63,1,951
37,63,2,479
37,63,3,256
37,63,4,952
37,63,5,298
37,63,6,568
37,63,7,120
37,63,8,421
37,63,9,365
37,64,0,294
37,64,1,746
37,64,2,86
37,64,3,953
37,64,4,969
37,64,5,862
37,64,6,992
37,64,7,551
37,64,8,366
37,64,9,578
37,65,0,131
37,65,1,365
37,65,2,682
37,65,3,94
37,65,4,836
37,65,5,324
37,65,6,487
37,65,7,415
37,65,8,676
37,65,9,293
37,66,0,172
37,66,1,719
37,66,2,995
37,66,3,871
37,66,4,367
37,66,5,225
37,66,6,436
37,66,7,717
37,66,8,549
37,66,9,682
37,67,0,999
37,67,1,629
37,67,2,394
37,67,3,206
37,67,4,879
37,67,5,623
37,67,6,45
37,67,7,794
37,67,8,646
37,67,9,145
37,68,0,273
37,68,1,740
37,68,2,464
37,68,3,802
37,68,4,13
37,68,5,297
37,68,6,130
37,68,7,424
37,68,8,408
37,68,9,663
37,69,0,709
37,69,1,641
37,69,2,953
37,69,3,877
37,69,4,885
37,69,5,721
37,69,6,463
37,69,7,479
37,69,8,694
37,69,9,248
37,70,0,513
37,70,1,715
37,70,2,139
37,70,3,890
37,70,4,4
37,70,5,603
37,70,6,644
37,70,7,507
37,70,8,988
37,70,9,464
37,71,0,389
37,71,1,27
37,71,2,136
37,71,3,725
37,71,4,178
37,71,5,584
37,71,6,930
37,71,7,746
37,71,8,299
37,71,9,957
37,72,0,454
37,72,1,504
37,72,2,850
37,72,3,522
37,72,4,867
37,72,5,667
37,72,6,647
37,72,7,823
37,72,8,523
37,72,9,446
37,73,0,861
37,73,1,190
37,73,2,282
37,73,3,52
37,73,4,620
37,73,5,520
37,73,6,278
37,73,7,149
37,73,8,999
37,73,9,385
37,74,0,779
37,74,1,139
37,74,2,280
37,74,3,529
37,74,4,82
37,74,5,753
37,74,6,174
37,74,7,391
37,74,8,669
37,74,9,377
37,75,0,633
37,75,1,64
37,75,2,387
37,75,3,348
37,75,4,885
37,75,5,865
37,75,6,381
37,75,7,395
37,75,8,339
37,75,9,459
37,76,0,947
37,76,1,243
37,76,2,206
37,76,3,99
37,76,4,529
37,76,5,320
37,76,6,720
37,76,7,231
37,76,8,803
37,76,9,167
37,77,0,745
37,77,1,147
37,77,2,479
37,77,3,60
37,77,4,108
37,77,5,432
37,77,6,511
37,77,7,729
37,77,8,537
37,77,9,651
37,78,0,28
37,78,1,711
37,78,2,207
37,78,3,758
37,78,4,253
37,78,5,833
37,78,6,14
37,78,7,690
37,78,8,420
37,78,9,528
37,79,0,247
37,79,1,10
37,79,2,490
37,79,3,603
37,79,4,60
37,79,5,202
37,79,6,763
37,79,7,636
37,79,8,965
37,79,9,80
37,80,0,604
37,80,1,359
37,80,2,159
37,80,3,259
37,80,4,202
37,80,5,470
37,80,6,861
37,80,7,396
37,80,8,100
37,80,9,392
37,81,0,765
37,81,1,301
37,81,2,381
37,81,3,606
37,81,4,812
37,81,5,328
37,81,6,386
37,81,7,930
37,81,8,978
37,81,9,806
37,82,0,395
37,82,1,175
37,82,2,233
37,82,3,977
37,82,4,486
37,82,5,326
37,82,6,189
37,82,7,52
37,82,8,109
37,82,9,273
37,83,0,744
37,83,1,613
37,83,2,469
37,83,3,943
37,83,4,351
37,83,5,116
37,83,6,807
37,83,7,739
37,83,8,138
37,83,9,500
37,84,0,945
37,84,1,756
37,84,2,29
37,84,3,188
37,84,4,287
37,84,5,908
37,84,6,90
37,84,7,501
37,84,8,761
37,84,9,68
37,85,0,701
37,85,1,229
37,85,2,99
37,85,3,128
37,85,4,147
37,85,5,936
37,85,6,67
37,85,7,166
37,85,8,218
37,85,9,474
37,86,0,510
37,86,1,182
37,86,2,697
37,86,3,469
37,86,4,504
37,86,5,804
37,86,6,941
37,86,7,237
37,86,8,301
37,86,9,698
37,87,0,850
37,87,1,661
37,87,2,649
37,87,3,685
37,87,4,615
37,87,5,400
37,87,6,263
37,87,7,532
37,87,8,391
37,87,9,480
37,88,0,130
37,88,1,6
37,88,2,774
37,88,3,458
37,88,4,872
37,88,5,383
37,88,6,452
37,88,7,828
37,88,8,437
37,88,9,434
37,89,0,982
37,89,1,728
37,89,2,205
37,89,3,992
37,89,4,232
37,89,5,591
37,89,6,246
37,89,7,466
37,89,8,609
37,89,9,246
37,90,0,366
37,90,1,109
37,90,2,49
37,90,3,723
37,90,4,592
37,90,5,871
37,90,6,958
37,90,7,786
37,90,8,605
37,90,9,400
37,91,0,240
37,91,1,700
37,91,2,765
37,91,3,876
37,91,4,140
37,91,5,676
37,91,6,146
37,91,7,251
37,91,8,112
37,91,9,703
37,92,0,757
37,92,1,435
37,92,2,945
37,92,3,655
37,92,4,987
37,92,5,975
37,92,6,879
37,92,7,545
37,92,8,526
37,92,9,504
37,93,0,960
37,93,1,960
37,93,2,951
37,93,3,89
37,93,4,667
37,93,5,429
37,93,6,789
37,93,7,735
37,93,8,995
37,93,9,25
37,94,0,275
37,94,1,979
37,94,2,160
37,94,3,871
37,94,4,305
37,94,5,337
37,94,6,715
37,94,7,463
37,94,8,550
37,94,9,72
37,95,0,326
37,95,1,450
37,95,2,208
37,95,3,312
37,95,4,96
37,95,5,173
37,95,6,827
37,95,7,919
37,95,8,985
37,95,9,980
37,96,0,52
37,96,1,116
37,96,2,696
37,96,3,680
37,96,4,765
37,96,5,169
37,96,6,659
37,96,7,580
37,96,8,439
37,96,9,706
37,97,0,720
37,97,1,204
37,97,2,240
37,97,3,500
37,97,4,100
37,97,5,883
37,97,6,496
37,97,7,32
37,97,8,765
37,97,9,815
37,98,0,473
37,98,1,882
37,98,2,987
37,98,3,115
37,98,4,915
37,98,5,967
37,98,6,720
37,98,7,802
37,98,8,703
37,98,9,52
37,99,0,856
37,99,1,918
37,99,2,555
37,99,3,699
37,99,4,888
37,99,5,76
37,99,6,951
37,99,7,764
37,99,8,793
37,99,9,394
38,0,0,80
38,0,1,448
38,0,2,226
38,0,3,384
38,0,4,801
38,0,5,785
38,0,6,690
38,0,7,535
38,0,8,602
38,0,9,626
38,1,0,49
38,1,1,729
38,1,2,930
38,1,3,763
38,1,4,284
38,1,5,305
38,1,6,707
38,1,7,944
38,1,8,202
38,1,9,793
38,2,0,371
38,2,1,704
38,2,2,658
38,2,3,215
38,2,4,449
38,2,5,654
38,2,6,942
38,2,7,34
38,2,8,711
38,2,9,397
38,3,0,981
38,3,1,849
38,3,2,497
38,3,3,555
38,3,4,347
38,3,5,67
38,3,6,980
38,3,7,320
38,3,8,845
38,3,9,524
38,4,0,879
38,4,1,761
38,4,2,188
38,4,3,93
38,4,4,306
38,4,5,806
38,4,6,523
38,4,7,758
38,4,8,855
38,4,9,12
38,5,0,818
38,5,1,955
38,5,2,928
38,5,3,713
38,5,4,221
38,5,5,388
38,5,6,135
38,5,7,404
38,5,8,291
38,5,9,986
38,6,0,653
38,6,1,684
38,6,2,22
38,6,3,449
38,6,4,762
38,6,5,523
38,6,6,51
38,6,7,629
38,6,8,302
38,6,9,773
38,7,0,33
38,7,1,374
38,7,2,200
38,7,3,392
38,7,4,537
38,7,5,909
38,7,6,846
38,7,7,424
38,7,8,198
38,7,9,277
38,8,0,973
38,8,1,961
38,8,2,153
38,8,3,145
38,8,4,594
38,8,5,265
38,8,6,32
38,8,7,352
38,8,8,110
38,8,9,384
38,9,0,20
38,9,1,679
38,9,2,531
38,9,3,142
38,9,4,981
38,9,5,432
38,9,6,463
38,9,7,970
38,9,8,135
38,9,9,654
38,10,0,952
38,10,1,960
38,10,2,754
38,10,3,457
38,10,4,891
38,10,5,245
38,10,6,373
38,10,7,663
38,10,8,388
38,10,9,116
38,11,0,16
38,11,1,898
38,11,2,179
38,11,3,393
38,11,4,422
38,11,5,948
38,11,6,607
38,11,7,881
38,11,8,66
38,11,9,746
38,12,0,498
38,12,1,699
38,12,2,443
38,12,3,682
38,12,4,680
38,12,5,957
38,12,6,20
38,12,7,285
38,12,8,224
38,12,9,101
38,13,0,837
38,13,1,285
38,13,2,171
38,13,3,359
38,13,4,673
38,13,5,275
38,13,6,576
38,13,7,546
38,13,8,44
38,13,9,447
38,14,0,758
38,14,1,989
38,14,2,761
38,14,3,962
38,14,4,389
38,14,5,197
38,14,6,276
38,14,7,804
38,14,8,665
38,14,9,190
38,15,0,87
38,15,1,545
38,15,2,128
38,15,3,694
38,15,4,419
38,15,5,913
38,15,6,554
38,15,7,160
38,15,8,644
38,15,9,751
38,16,0,510
38,16,1,215
38,16,2,198
38,16,3,671
38,16,4,449
38,16,5,447
38,16,6,756
38,16,7,801
38,16,8,473
38,16,9,333
38,17,0,180
38,17,1,503
38,17,2,994
38,17,3,295
38,17,4,876
38,17,5,641
38,17,6,715
38,17,7,408
38,17,8,388
38,17,9,123
38,18,0,698
38,18,1,348
38,18,2,986
38,18,3,466
38,18,4,228
38,18,5,942
38,18,6,875
38,18,7,957
38,18,8,258
38,18,9,25
38,19,0,533
38,19,1,322
38,19,2,244
38,19,3,781
38,19,4,962
38,19,5,594
38,19,6,990
38,19,7,587
38,19,8,523
38,19,9,894
38,20,0,782
38,20,1,459
38,20,2,307
38,20,3,336
38,20,4,147
38,20,5,174
38,20,6,369
38,20,7,181
38,20,8,857
38,20,9,386
38,21,0,807
38,21,1,917
38,21,2,994
38,21,3,721
38,21,4,505
38,21,5,83
38,21,6,425
38,21,7,42
38,21,8,518
38,21,9,293
38,22,0,519
38,22,1,460
38,22,2,470
38,22,3,400
38,22,4,478
38,22,5,513
38,22,6,848
38,22,7,567
38,22,8,957
38,22,9,792
38,23,0,817
38,23,1,566
38,23,2,435
38,23,3,863
38,23,4,540
38,23,5,26
38,23,6,874
38,23,7,693
38,23,8,207
38,23,9,363
38,24,0,810
38,24,1,278
38,24,2,48
38,24,3,975
38,24,4,1000
38,24,5,869
38,24,6,310
38,24,7,293
38,24,8,750
38,24,9,507
38,25,0,512
38,25,1,548
38,25,2,111
38,25,3,343
38,25,4,607
38,25,5,158
38,25,6,651
38,25,7,828
38,25,8,512
38,25,9,571
38,26,0,772
38,26,1,530
38,26,2,214
38,26,3,972
38,26,4,259
38,26,5,1000
38,26,6,681
